qseqid	PS
XP_003711791.1	1
XP_003711792.1	8
XP_003711793.1	7
XP_003711794.1	1
XP_003711795.1	1
XP_003711796.1	2
XP_003711797.1	2
XP_003711798.1	2
XP_003711799.1	11
XP_003711800.1	11
XP_003711801.1	2
XP_003711802.1	2
XP_003711803.1	2
XP_003711804.1	1
XP_003711805.1	2
XP_003711806.1	1
XP_003711807.1	9
XP_003711808.1	1
XP_003711809.1	1
XP_003711810.1	2
XP_003711811.1	2
XP_003711812.1	6
XP_003711813.1	12
XP_003711814.1	11
XP_003711815.1	8
XP_003711816.1	11
XP_003711817.1	1
XP_003711818.1	1
XP_003711819.1	1
XP_003711820.1	1
XP_003711821.1	1
XP_003711822.1	1
XP_003711823.1	4
XP_003711824.1	2
XP_003711825.1	1
XP_003711826.1	1
XP_003711827.1	7
XP_003711828.1	1
XP_003711829.1	1
XP_003711830.1	1
XP_003711831.1	4
XP_003711832.1	1
XP_003711833.1	1
XP_003711834.1	11
XP_003711835.1	2
XP_003711836.1	1
XP_003711837.1	1
XP_003711838.1	2
XP_003711839.1	2
XP_003711840.1	12
XP_003711841.1	1
XP_003711842.1	1
XP_003711843.1	7
XP_003711844.1	1
XP_003711845.1	1
XP_003711846.1	1
XP_003711847.1	1
XP_003711848.1	1
XP_003711849.1	2
XP_003711850.1	1
XP_003711851.1	2
XP_003711852.1	1
XP_003711853.1	9
XP_003711854.1	11
XP_003711855.1	7
XP_003711856.1	1
XP_003711857.1	1
XP_003711858.1	1
XP_003711859.1	12
XP_003711860.1	1
XP_003711861.1	1
XP_003711862.1	12
XP_003711863.1	1
XP_003711864.1	1
XP_003711865.1	2
XP_003711866.1	1
XP_003711867.1	1
XP_003711868.1	1
XP_003711869.1	11
XP_003711870.1	2
XP_003711871.1	1
XP_003711872.1	12
XP_003711873.1	1
XP_003711874.1	1
XP_003711875.1	2
XP_003711876.1	12
XP_003711877.1	1
XP_003711878.1	2
XP_003711879.1	1
XP_003711880.1	11
XP_003711881.1	1
XP_003711882.1	3
XP_003711883.1	11
XP_003711884.1	1
XP_003711885.1	1
XP_003711886.1	2
XP_003711887.1	1
XP_003711888.1	1
XP_003711889.1	1
XP_003711890.1	1
XP_003711891.1	11
XP_003711892.1	11
XP_003711893.1	12
XP_003711894.1	1
XP_003711895.1	1
XP_003711896.1	2
XP_003711897.1	1
XP_003711898.1	1
XP_003711899.1	12
XP_003711900.1	1
XP_003711901.1	1
XP_003711902.1	1
XP_003711903.1	2
XP_003711904.1	1
XP_003711905.1	2
XP_003711906.1	1
XP_003711907.1	1
XP_003711908.1	1
XP_003711909.1	1
XP_003711910.1	1
XP_003711911.1	2
XP_003711912.1	1
XP_003711913.1	1
XP_003711914.1	1
XP_003711915.1	1
XP_003711916.1	1
XP_003711917.1	11
XP_003711918.1	1
XP_003711919.1	1
XP_003711920.1	1
XP_003711921.1	1
XP_003711922.1	1
XP_003711923.1	2
XP_003711924.1	11
XP_003711925.1	2
XP_003711926.1	1
XP_003711927.1	1
XP_003711928.1	1
XP_003711929.1	1
XP_003711930.1	2
XP_003711931.1	11
XP_003711932.1	11
XP_003711933.1	1
XP_003711934.1	11
XP_003711935.1	11
XP_003711936.1	1
XP_003711937.1	1
XP_003711938.1	2
XP_003711939.1	1
XP_003711940.1	1
XP_003711941.1	1
XP_003711942.1	1
XP_003711943.1	1
XP_003711944.1	1
XP_003711945.1	3
XP_003711946.1	3
XP_003711947.1	1
XP_003711948.1	1
XP_003711949.1	2
XP_003711950.1	2
XP_003711951.1	1
XP_003711952.1	2
XP_003711953.1	1
XP_003711954.1	1
XP_003711955.1	3
XP_003711956.1	12
XP_003711957.1	2
XP_003711958.1	1
XP_003711959.1	1
XP_003711960.1	3
XP_003711961.1	1
XP_003711962.1	1
XP_003711963.1	2
XP_003711964.1	1
XP_003711965.1	1
XP_003711966.1	1
XP_003711967.1	1
XP_003711968.1	2
XP_003711969.1	1
XP_003711970.1	2
XP_003711971.1	2
XP_003711972.1	2
XP_003711973.1	1
XP_003711974.1	1
XP_003711975.1	1
XP_003711976.1	1
XP_003711977.1	1
XP_003711978.1	2
XP_003711979.1	1
XP_003711980.1	1
XP_003711981.1	2
XP_003711982.1	11
XP_003711983.1	3
XP_003711984.1	1
XP_003711985.1	1
XP_003711986.1	2
XP_003711987.1	1
XP_003711988.1	1
XP_003711989.1	11
XP_003711990.1	11
XP_003711991.1	1
XP_003711992.1	1
XP_003711993.1	3
XP_003711994.1	12
XP_003711995.1	1
XP_003711996.1	2
XP_003711997.1	2
XP_003711998.1	2
XP_003711999.1	1
XP_003712000.1	2
XP_003712001.1	2
XP_003712002.1	2
XP_003712003.1	1
XP_003712004.1	1
XP_003712005.1	11
XP_003712006.1	1
XP_003712007.1	1
XP_003712008.1	6
XP_003712009.1	1
XP_003712010.1	1
XP_003712011.1	3
XP_003712012.1	1
XP_003712013.1	1
XP_003712014.1	3
XP_003712015.1	1
XP_003712016.1	1
XP_003712017.1	1
XP_003712018.1	1
XP_003712019.1	7
XP_003712020.1	1
XP_003712021.1	12
XP_003712022.1	6
XP_003712023.1	2
XP_003712024.1	11
XP_003712025.1	2
XP_003712026.1	1
XP_003712027.1	1
XP_003712028.1	2
XP_003712029.1	12
XP_003712030.1	1
XP_003712031.1	2
XP_003712032.1	1
XP_003712033.1	1
XP_003712034.1	6
XP_003712035.1	12
XP_003712036.1	2
XP_003712037.1	2
XP_003712038.1	1
XP_003712039.1	1
XP_003712040.1	1
XP_003712041.1	1
XP_003712042.1	1
XP_003712043.1	11
XP_003712044.1	2
XP_003712045.1	1
XP_003712046.1	1
XP_003712047.1	1
XP_003712048.1	1
XP_003712049.1	6
XP_003712050.1	12
XP_003712051.1	1
XP_003712052.1	3
XP_003712053.1	1
XP_003712054.1	1
XP_003712055.1	12
XP_003712056.1	1
XP_003712057.1	1
XP_003712058.1	2
XP_003712059.1	1
XP_003712060.1	3
XP_003712061.1	1
XP_003712062.1	2
XP_003712063.1	11
XP_003712064.1	9
XP_003712065.1	1
XP_003712066.1	1
XP_003712067.1	2
XP_003712068.1	2
XP_003712069.1	1
XP_003712070.1	2
XP_003712071.1	1
XP_003712072.1	2
XP_003712073.1	1
XP_003712074.1	12
XP_003712075.1	1
XP_003712076.1	1
XP_003712077.1	1
XP_003712078.1	1
XP_003712079.1	2
XP_003712080.1	3
XP_003712081.1	9
XP_003712082.1	1
XP_003712083.1	1
XP_003712084.1	1
XP_003712085.1	1
XP_003712086.1	1
XP_003712087.1	1
XP_003712088.1	3
XP_003712089.1	1
XP_003712090.1	1
XP_003712091.1	11
XP_003712092.1	1
XP_003712093.1	2
XP_003712094.1	3
XP_003712095.1	1
XP_003712096.1	11
XP_003712097.1	1
XP_003712098.1	2
XP_003712099.1	2
XP_003712100.1	6
XP_003712101.1	12
XP_003712102.1	1
XP_003712103.1	7
XP_003712104.1	7
XP_003712105.1	12
XP_003712106.1	2
XP_003712107.1	12
XP_003712108.1	3
XP_003712109.1	4
XP_003712110.1	1
XP_003712111.1	12
XP_003712112.1	1
XP_003712113.1	1
XP_003712114.1	3
XP_003712115.1	6
XP_003712116.1	6
XP_003712117.1	3
XP_003712118.1	1
XP_003712119.1	1
XP_003712120.1	6
XP_003712121.1	3
XP_003712122.1	3
XP_003712123.1	1
XP_003712124.1	1
XP_003712125.1	1
XP_003712126.1	1
XP_003712127.1	1
XP_003712128.1	7
XP_003712129.1	1
XP_003712130.1	1
XP_003712131.1	11
XP_003712132.1	1
XP_003712133.1	11
XP_003712134.1	11
XP_003712135.1	12
XP_003712136.1	1
XP_003712137.1	1
XP_003712138.1	7
XP_003712139.1	1
XP_003712140.1	1
XP_003712141.1	6
XP_003712142.1	2
XP_003712143.1	12
XP_003712144.1	12
XP_003712145.1	12
XP_003712146.1	12
XP_003712147.1	12
XP_003712148.1	11
XP_003712149.1	2
XP_003712150.1	11
XP_003712151.1	12
XP_003712152.1	6
XP_003712153.1	1
XP_003712154.1	12
XP_003712155.1	1
XP_003712156.1	12
XP_003712157.1	11
XP_003712158.1	1
XP_003712159.1	1
XP_003712160.1	1
XP_003712161.1	3
XP_003712162.1	1
XP_003712163.1	2
XP_003712164.1	1
XP_003712165.1	1
XP_003712166.1	9
XP_003712167.1	6
XP_003712168.1	7
XP_003712169.1	5
XP_003712170.1	3
XP_003712171.1	2
XP_003712172.1	1
XP_003712173.1	1
XP_003712174.1	2
XP_003712175.1	1
XP_003712176.1	11
XP_003712177.1	1
XP_003712178.1	3
XP_003712179.1	2
XP_003712180.1	11
XP_003712181.1	2
XP_003712182.1	1
XP_003712183.1	1
XP_003712184.1	1
XP_003712185.1	1
XP_003712186.1	1
XP_003712187.1	1
XP_003712188.1	2
XP_003712189.1	1
XP_003712190.1	1
XP_003712191.1	1
XP_003712192.1	1
XP_003712193.1	2
XP_003712194.1	1
XP_003712195.1	6
XP_003712196.1	1
XP_003712197.1	1
XP_003712198.1	2
XP_003712199.1	1
XP_003712200.1	1
XP_003712201.1	1
XP_003712202.1	1
XP_003712203.1	1
XP_003712204.1	1
XP_003712205.1	1
XP_003712206.1	1
XP_003712207.1	6
XP_003712208.1	1
XP_003712209.1	12
XP_003712210.1	1
XP_003712211.1	1
XP_003712212.1	2
XP_003712213.1	1
XP_003712214.1	1
XP_003712215.1	1
XP_003712216.1	1
XP_003712217.1	12
XP_003712218.1	1
XP_003712219.1	1
XP_003712220.1	3
XP_003712221.1	2
XP_003712222.1	1
XP_003712223.1	1
XP_003712224.1	1
XP_003712225.1	1
XP_003712226.1	1
XP_003712227.1	2
XP_003712228.1	1
XP_003712229.1	1
XP_003712230.1	1
XP_003712231.1	1
XP_003712232.1	11
XP_003712233.1	3
XP_003712234.1	2
XP_003712235.1	2
XP_003712236.1	2
XP_003712237.1	1
XP_003712238.1	12
XP_003712239.1	1
XP_003712240.1	1
XP_003712241.1	1
XP_003712242.1	1
XP_003712243.1	1
XP_003712244.1	12
XP_003712245.1	1
XP_003712246.1	12
XP_003712247.1	2
XP_003712248.1	11
XP_003712249.1	2
XP_003712250.1	1
XP_003712251.1	1
XP_003712252.1	1
XP_003712253.1	11
XP_003712254.1	7
XP_003712255.1	1
XP_003712256.1	1
XP_003712257.1	12
XP_003712258.1	6
XP_003712259.1	1
XP_003712260.1	2
XP_003712261.1	7
XP_003712262.1	1
XP_003712263.1	2
XP_003712264.1	12
XP_003712265.1	11
XP_003712266.1	12
XP_003712267.1	12
XP_003712268.1	1
XP_003712269.1	2
XP_003712270.1	1
XP_003712271.1	11
XP_003712272.1	6
XP_003712273.1	2
XP_003712274.1	11
XP_003712275.1	7
XP_003712276.1	3
XP_003712277.1	1
XP_003712278.1	11
XP_003712279.1	1
XP_003712280.1	1
XP_003712281.1	1
XP_003712282.1	12
XP_003712283.1	1
XP_003712284.1	1
XP_003712285.1	2
XP_003712286.1	2
XP_003712287.1	1
XP_003712288.1	1
XP_003712289.1	1
XP_003712290.1	3
XP_003712291.1	1
XP_003712292.1	1
XP_003712293.1	12
XP_003712294.1	6
XP_003712295.1	1
XP_003712296.1	1
XP_003712297.1	1
XP_003712298.1	1
XP_003712299.1	1
XP_003712300.1	11
XP_003712301.1	11
XP_003712302.1	12
XP_003712303.1	11
XP_003712304.1	1
XP_003712305.1	1
XP_003712306.1	1
XP_003712307.1	1
XP_003712308.1	1
XP_003712309.1	1
XP_003712310.1	1
XP_003712311.1	1
XP_003712312.1	12
XP_003712313.1	12
XP_003712314.1	1
XP_003712315.1	1
XP_003712316.1	6
XP_003712317.1	6
XP_003712318.1	6
XP_003712319.1	1
XP_003712320.1	1
XP_003712321.1	3
XP_003712322.1	1
XP_003712323.1	6
XP_003712324.1	1
XP_003712325.1	1
XP_003712326.1	1
XP_003712327.1	1
XP_003712328.1	12
XP_003712329.1	11
XP_003712330.1	1
XP_003712331.1	2
XP_003712332.1	11
XP_003712333.1	2
XP_003712334.1	1
XP_003712335.1	1
XP_003712336.1	1
XP_003712337.1	1
XP_003712338.1	12
XP_003712339.1	8
XP_003712340.1	1
XP_003712341.1	1
XP_003712342.1	1
XP_003712343.1	1
XP_003712344.1	1
XP_003712345.1	2
XP_003712346.1	1
XP_003712347.1	1
XP_003712348.1	1
XP_003712349.1	1
XP_003712350.1	1
XP_003712351.1	1
XP_003712352.1	1
XP_003712353.1	1
XP_003712354.1	1
XP_003712355.1	11
XP_003712356.1	11
XP_003712357.1	1
XP_003712358.1	1
XP_003712359.1	1
XP_003712360.1	2
XP_003712361.1	1
XP_003712362.1	1
XP_003712363.1	2
XP_003712364.1	2
XP_003712365.1	1
XP_003712366.1	1
XP_003712367.1	12
XP_003712368.1	1
XP_003712369.1	1
XP_003712370.1	12
XP_003712371.1	6
XP_003712372.1	1
XP_003712373.1	1
XP_003712374.1	6
XP_003712375.1	1
XP_003712376.1	7
XP_003712377.1	11
XP_003712378.1	12
XP_003712379.1	1
XP_003712380.1	1
XP_003712381.1	1
XP_003712382.1	1
XP_003712383.1	12
XP_003712384.1	1
XP_003712385.1	2
XP_003712386.1	1
XP_003712387.1	1
XP_003712388.1	1
XP_003712389.1	1
XP_003712390.1	1
XP_003712391.1	1
XP_003712392.1	1
XP_003712393.1	1
XP_003712394.1	11
XP_003712395.1	1
XP_003712396.1	1
XP_003712397.1	11
XP_003712398.1	4
XP_003712399.1	12
XP_003712400.1	1
XP_003712401.1	12
XP_003712402.1	2
XP_003712403.1	1
XP_003712404.1	2
XP_003712405.1	1
XP_003712406.1	11
XP_003712407.1	12
XP_003712408.1	2
XP_003712409.1	4
XP_003712410.1	2
XP_003712411.1	2
XP_003712412.1	1
XP_003712413.1	1
XP_003712414.1	2
XP_003712415.1	2
XP_003712416.1	8
XP_003712417.1	1
XP_003712418.1	1
XP_003712419.1	3
XP_003712420.1	2
XP_003712421.1	11
XP_003712422.1	11
XP_003712423.1	11
XP_003712424.1	11
XP_003712425.1	3
XP_003712426.1	1
XP_003712427.1	3
XP_003712428.1	1
XP_003712429.1	1
XP_003712430.1	1
XP_003712431.1	1
XP_003712432.1	6
XP_003712433.1	12
XP_003712434.1	1
XP_003712435.1	1
XP_003712436.1	1
XP_003712437.1	1
XP_003712438.1	3
XP_003712439.1	11
XP_003712440.1	12
XP_003712441.1	1
XP_003712442.1	1
XP_003712443.1	1
XP_003712444.1	1
XP_003712445.1	1
XP_003712446.1	3
XP_003712447.1	6
XP_003712448.1	12
XP_003712449.1	2
XP_003712450.1	1
XP_003712451.1	2
XP_003712452.1	1
XP_003712453.1	1
XP_003712454.1	2
XP_003712455.1	11
XP_003712456.1	2
XP_003712457.1	1
XP_003712458.1	1
XP_003712459.1	3
XP_003712460.1	2
XP_003712461.1	2
XP_003712462.1	1
XP_003712463.1	1
XP_003712464.1	1
XP_003712465.1	1
XP_003712466.1	3
XP_003712467.1	3
XP_003712468.1	2
XP_003712469.1	12
XP_003712470.1	2
XP_003712471.1	1
XP_003712472.1	1
XP_003712473.1	9
XP_003712474.1	1
XP_003712475.1	1
XP_003712476.1	1
XP_003712477.1	1
XP_003712478.1	2
XP_003712479.1	1
XP_003712480.1	1
XP_003712481.1	1
XP_003712482.1	3
XP_003712483.1	1
XP_003712484.1	2
XP_003712485.1	11
XP_003712486.1	1
XP_003712487.1	1
XP_003712488.1	1
XP_003712489.1	1
XP_003712490.1	1
XP_003712491.1	1
XP_003712492.1	11
XP_003712493.1	1
XP_003712494.1	1
XP_003712495.1	1
XP_003712496.1	1
XP_003712497.1	1
XP_003712498.1	12
XP_003712499.1	1
XP_003712500.1	2
XP_003712501.1	1
XP_003712502.1	1
XP_003712503.1	1
XP_003712504.1	11
XP_003712505.1	3
XP_003712506.1	1
XP_003712507.1	2
XP_003712508.1	1
XP_003712509.1	2
XP_003712510.1	2
XP_003712511.1	2
XP_003712512.1	1
XP_003712513.1	1
XP_003712514.1	1
XP_003712515.1	1
XP_003712516.1	12
XP_003712517.1	11
XP_003712518.1	1
XP_003712519.1	1
XP_003712520.1	12
XP_003712521.1	11
XP_003712522.1	12
XP_003712523.1	1
XP_003712524.1	2
XP_003712525.1	1
XP_003712526.1	1
XP_003712527.1	3
XP_003712528.1	1
XP_003712529.1	1
XP_003712530.1	1
XP_003712531.1	1
XP_003712532.1	1
XP_003712533.1	11
XP_003712534.1	8
XP_003712535.1	9
XP_003712536.1	12
XP_003712537.1	12
XP_003712538.1	1
XP_003712539.1	1
XP_003712540.1	1
XP_003712541.1	4
XP_003712542.1	12
XP_003712543.1	11
XP_003712544.1	11
XP_003712545.1	6
XP_003712546.1	1
XP_003712547.1	11
XP_003712548.1	2
XP_003712549.1	1
XP_003712550.1	1
XP_003712551.1	3
XP_003712552.1	6
XP_003712553.1	1
XP_003712554.1	1
XP_003712555.1	1
XP_003712556.1	2
XP_003712557.1	11
XP_003712558.1	11
XP_003712559.1	1
XP_003712560.1	2
XP_003712561.1	11
XP_003712562.1	11
XP_003712563.1	6
XP_003712564.1	7
XP_003712565.1	1
XP_003712566.1	2
XP_003712567.1	1
XP_003712568.1	1
XP_003712569.1	1
XP_003712570.1	2
XP_003712571.1	7
XP_003712572.1	1
XP_003712573.1	1
XP_003712574.1	1
XP_003712575.1	1
XP_003712576.1	1
XP_003712577.1	2
XP_003712578.1	2
XP_003712579.1	1
XP_003712580.1	1
XP_003712581.1	3
XP_003712582.1	11
XP_003712583.1	2
XP_003712584.1	6
XP_003712585.1	2
XP_003712586.1	3
XP_003712587.1	1
XP_003712588.1	1
XP_003712589.1	1
XP_003712590.1	12
XP_003712591.1	11
XP_003712592.1	1
XP_003712593.1	12
XP_003712594.1	12
XP_003712595.1	9
XP_003712596.1	1
XP_003712597.1	1
XP_003712598.1	1
XP_003712599.1	12
XP_003712600.1	7
XP_003712601.1	12
XP_003712602.1	1
XP_003712603.1	4
XP_003712604.1	12
XP_003712605.1	1
XP_003712606.1	1
XP_003712607.1	9
XP_003712608.1	3
XP_003712609.1	11
XP_003712610.1	1
XP_003712611.1	1
XP_003712612.1	1
XP_003712613.1	11
XP_003712614.1	2
XP_003712615.1	12
XP_003712616.1	1
XP_003712617.1	1
XP_003712618.1	3
XP_003712619.1	1
XP_003712620.1	1
XP_003712621.1	2
XP_003712622.1	1
XP_003712623.1	1
XP_003712624.1	1
XP_003712625.1	2
XP_003712626.1	7
XP_003712627.1	11
XP_003712628.1	2
XP_003712629.1	3
XP_003712630.1	1
XP_003712631.1	11
XP_003712632.1	1
XP_003712633.1	2
XP_003712634.1	1
XP_003712635.1	12
XP_003712636.1	12
XP_003712637.1	6
XP_003712638.1	1
XP_003712639.1	2
XP_003712640.1	2
XP_003712641.1	7
XP_003712642.1	2
XP_003712643.1	4
XP_003712644.1	12
XP_003712645.1	1
XP_003712646.1	12
XP_003712647.1	11
XP_003712648.1	11
XP_003712649.1	2
XP_003712650.1	1
XP_003712651.1	2
XP_003712652.1	4
XP_003712653.1	1
XP_003712654.1	11
XP_003712655.1	11
XP_003712656.1	11
XP_003712657.1	1
XP_003712658.1	3
XP_003712659.1	11
XP_003712660.1	6
XP_003712661.1	1
XP_003712662.1	2
XP_003712663.1	1
XP_003712664.1	2
XP_003712665.1	1
XP_003712666.1	1
XP_003712667.1	2
XP_003712668.1	1
XP_003712669.1	2
XP_003712670.1	1
XP_003712671.1	1
XP_003712672.1	1
XP_003712673.1	1
XP_003712674.1	1
XP_003712675.1	9
XP_003712676.1	1
XP_003712677.1	1
XP_003712678.1	1
XP_003712679.1	1
XP_003712680.1	9
XP_003712681.1	11
XP_003712682.1	2
XP_003712683.1	1
XP_003712684.1	6
XP_003712685.1	11
XP_003712686.1	1
XP_003712687.1	4
XP_003712688.1	1
XP_003712689.1	1
XP_003712690.1	1
XP_003712691.1	1
XP_003712692.1	11
XP_003712693.1	2
XP_003712694.1	1
XP_003712695.1	1
XP_003712696.1	11
XP_003712697.1	11
XP_003712698.1	1
XP_003712699.1	6
XP_003712700.1	1
XP_003712701.1	1
XP_003712702.1	11
XP_003712703.1	1
XP_003712704.1	2
XP_003712705.1	1
XP_003712706.1	1
XP_003712707.1	2
XP_003712708.1	2
XP_003712709.1	2
XP_003712710.1	2
XP_003712711.1	1
XP_003712712.1	3
XP_003712713.1	1
XP_003712714.1	1
XP_003712715.1	2
XP_003712716.1	1
XP_003712717.1	2
XP_003712718.1	1
XP_003712719.1	1
XP_003712720.1	2
XP_003712721.1	12
XP_003712722.1	12
XP_003712723.1	3
XP_003712724.1	1
XP_003712725.1	4
XP_003712726.1	2
XP_003712727.1	2
XP_003712728.1	8
XP_003712729.1	1
XP_003712730.1	1
XP_003712731.1	2
XP_003712732.1	1
XP_003712733.1	12
XP_003712734.1	12
XP_003712735.1	1
XP_003712736.1	3
XP_003712737.1	1
XP_003712738.1	2
XP_003712739.1	1
XP_003712740.1	1
XP_003712741.1	2
XP_003712742.1	11
XP_003712743.1	1
XP_003712744.1	2
XP_003712745.1	1
XP_003712746.1	1
XP_003712747.1	2
XP_003712748.1	1
XP_003712749.1	2
XP_003712750.1	2
XP_003712751.1	1
XP_003712752.1	1
XP_003712753.1	2
XP_003712754.1	2
XP_003712755.1	2
XP_003712756.1	1
XP_003712757.1	12
XP_003712758.1	1
XP_003712759.1	11
XP_003712760.1	1
XP_003712761.1	3
XP_003712762.1	1
XP_003712763.1	2
XP_003712764.1	2
XP_003712765.1	1
XP_003712766.1	11
XP_003712767.1	2
XP_003712768.1	1
XP_003712769.1	1
XP_003712770.1	1
XP_003712771.1	1
XP_003712772.1	11
XP_003712773.1	2
XP_003712774.1	1
XP_003712775.1	3
XP_003712776.1	12
XP_003712777.1	3
XP_003712778.1	11
XP_003712779.1	12
XP_003712780.1	3
XP_003712781.1	1
XP_003712782.1	11
XP_003712783.1	2
XP_003712784.1	1
XP_003712785.1	1
XP_003712786.1	1
XP_003712787.1	3
XP_003712788.1	3
XP_003712789.1	1
XP_003712790.1	1
XP_003712791.1	1
XP_003712792.1	1
XP_003712793.1	1
XP_003712794.1	11
XP_003712795.1	2
XP_003712796.1	6
XP_003712797.1	1
XP_003712798.1	1
XP_003712799.1	12
XP_003712800.1	11
XP_003712801.1	12
XP_003712802.1	1
XP_003712803.1	11
XP_003712804.1	1
XP_003712805.1	1
XP_003712806.1	1
XP_003712807.1	1
XP_003712808.1	1
XP_003712809.1	1
XP_003712810.1	1
XP_003712811.1	1
XP_003712812.1	2
XP_003712812.1	3
XP_003712813.1	1
XP_003712814.1	1
XP_003712815.1	1
XP_003712816.1	2
XP_003712817.1	1
XP_003712818.1	2
XP_003712819.1	3
XP_003712820.1	1
XP_003712821.1	3
XP_003712822.1	1
XP_003712823.1	1
XP_003712824.1	1
XP_003712825.1	8
XP_003712826.1	2
XP_003712827.1	2
XP_003712828.1	11
XP_003712829.1	7
XP_003712830.1	2
XP_003712831.1	2
XP_003712832.1	2
XP_003712833.1	1
XP_003712834.1	1
XP_003712835.1	1
XP_003712836.1	1
XP_003712837.1	2
XP_003712838.1	2
XP_003712839.1	2
XP_003712840.1	2
XP_003712841.1	2
XP_003712842.1	1
XP_003712843.1	1
XP_003712844.1	1
XP_003712845.1	1
XP_003712846.1	1
XP_003712847.1	12
XP_003712848.1	11
XP_003712849.1	2
XP_003712850.1	3
XP_003712851.1	1
XP_003712852.1	1
XP_003712853.1	1
XP_003712854.1	3
XP_003712855.1	6
XP_003712856.1	2
XP_003712857.1	1
XP_003712858.1	2
XP_003712859.1	1
XP_003712860.1	1
XP_003712861.1	3
XP_003712862.1	2
XP_003712863.1	1
XP_003712864.1	1
XP_003712865.1	7
XP_003712866.1	2
XP_003712867.1	11
XP_003712868.1	2
XP_003712869.1	2
XP_003712870.1	11
XP_003712871.1	1
XP_003712872.1	2
XP_003712873.1	1
XP_003712874.1	6
XP_003712875.1	1
XP_003712876.1	1
XP_003712877.1	1
XP_003712878.1	6
XP_003712879.1	1
XP_003712880.1	1
XP_003712881.1	12
XP_003712882.1	1
XP_003712883.1	1
XP_003712884.1	1
XP_003712885.1	1
XP_003712886.1	2
XP_003712887.1	1
XP_003712888.1	1
XP_003712889.1	1
XP_003712890.1	1
XP_003712891.1	11
XP_003712892.1	2
XP_003712893.1	6
XP_003712894.1	6
XP_003712895.1	1
XP_003712896.1	1
XP_003712897.1	6
XP_003712898.1	2
XP_003712899.1	1
XP_003712900.1	1
XP_003712901.1	11
XP_003712902.1	1
XP_003712903.1	11
XP_003712904.1	7
XP_003712905.1	1
XP_003712906.1	8
XP_003712907.1	1
XP_003712908.1	1
XP_003712909.1	6
XP_003712910.1	1
XP_003712911.1	1
XP_003712912.1	1
XP_003712913.1	3
XP_003712914.1	1
XP_003712915.1	1
XP_003712916.1	4
XP_003712917.1	1
XP_003712918.1	1
XP_003712919.1	2
XP_003712920.1	2
XP_003712921.1	11
XP_003712922.1	1
XP_003712923.1	11
XP_003712924.1	2
XP_003712925.1	12
XP_003712926.1	2
XP_003712927.1	7
XP_003712928.1	2
XP_003712929.1	1
XP_003712930.1	3
XP_003712931.1	1
XP_003712932.1	3
XP_003712933.1	1
XP_003712934.1	2
XP_003712935.1	1
XP_003712936.1	2
XP_003712937.1	1
XP_003712938.1	11
XP_003712939.1	6
XP_003712940.1	12
XP_003712941.1	2
XP_003712942.1	11
XP_003712943.1	1
XP_003712944.1	1
XP_003712945.1	12
XP_003712946.1	6
XP_003712947.1	1
XP_003712948.1	1
XP_003712949.1	1
XP_003712950.1	1
XP_003712951.1	1
XP_003712952.1	12
XP_003712953.1	1
XP_003712954.1	12
XP_003712955.1	2
XP_003712956.1	1
XP_003712957.1	12
XP_003712958.1	1
XP_003712959.1	12
XP_003712960.1	11
XP_003712961.1	3
XP_003712962.1	1
XP_003712963.1	7
XP_003712964.1	1
XP_003712965.1	1
XP_003712966.1	1
XP_003712967.1	1
XP_003712968.1	1
XP_003712969.1	1
XP_003712970.1	12
XP_003712971.1	12
XP_003712972.1	11
XP_003712973.1	3
XP_003712974.1	9
XP_003712975.1	1
XP_003712976.1	4
XP_003712977.1	12
XP_003712978.1	2
XP_003712979.1	12
XP_003712980.1	3
XP_003712981.1	1
XP_003712982.1	11
XP_003712983.1	1
XP_003712984.1	6
XP_003712985.1	6
XP_003712986.1	11
XP_003712987.1	1
XP_003712988.1	11
XP_003712989.1	1
XP_003712990.1	7
XP_003712991.1	11
XP_003712992.1	6
XP_003712993.1	6
XP_003712994.1	2
XP_003712995.1	1
XP_003712996.1	1
XP_003712997.1	1
XP_003712998.1	1
XP_003712999.1	1
XP_003713000.1	1
XP_003713001.1	11
XP_003713002.1	3
XP_003713003.1	6
XP_003713004.1	1
XP_003713005.1	11
XP_003713006.1	1
XP_003713007.1	1
XP_003713008.1	2
XP_003713009.1	3
XP_003713010.1	4
XP_003713011.1	1
XP_003713012.1	2
XP_003713013.1	1
XP_003713014.1	11
XP_003713015.1	11
XP_003713016.1	12
XP_003713017.1	2
XP_003713018.1	12
XP_003713019.1	1
XP_003713020.1	1
XP_003713021.1	12
XP_003713022.1	12
XP_003713023.1	1
XP_003713024.1	1
XP_003713025.1	1
XP_003713026.1	1
XP_003713027.1	12
XP_003713028.1	12
XP_003713029.1	11
XP_003713030.1	12
XP_003713031.1	7
XP_003713032.1	7
XP_003713033.1	11
XP_003713034.1	2
XP_003713035.1	11
XP_003713036.1	4
XP_003713037.1	2
XP_003713038.1	3
XP_003713039.1	11
XP_003713040.1	11
XP_003713041.1	12
XP_003713042.1	12
XP_003713043.1	11
XP_003713044.1	12
XP_003713045.1	1
XP_003713046.1	11
XP_003713047.1	11
XP_003713048.1	2
XP_003713049.1	11
XP_003713050.1	6
XP_003713051.1	1
XP_003713052.1	1
XP_003713053.1	12
XP_003713054.1	12
XP_003713055.1	11
XP_003713056.1	12
XP_003713057.1	7
XP_003713058.1	7
XP_003713059.1	11
XP_003713060.1	11
XP_003713061.1	2
