qseqid	PS
XP_001221891.1	12
XP_001221892.1	2
XP_001221893.1	1
XP_001221894.1	1
XP_001221895.1	1
XP_001221896.1	12
XP_001221897.1	6
XP_001221898.1	1
XP_001221899.1	1
XP_001221900.1	2
XP_001221901.1	2
XP_001221902.1	12
XP_001221903.1	6
XP_001221904.1	1
XP_001221905.1	1
XP_001221906.1	12
XP_001221907.1	12
XP_001221908.1	2
XP_001221909.1	1
XP_001221910.1	1
XP_001221911.1	12
XP_001221912.1	1
XP_001221913.1	1
XP_001221914.1	2
XP_001221915.1	1
XP_001221916.1	1
XP_001221917.1	10
XP_001221918.1	1
XP_001221919.1	3
XP_001221920.1	12
XP_001221921.1	1
XP_001221922.1	2
XP_001221923.1	1
XP_001221924.1	1
XP_001221925.1	1
XP_001221926.1	1
XP_001221927.1	1
XP_001221928.1	1
XP_001221929.1	2
XP_001221930.1	2
XP_001221931.1	1
XP_001221932.1	3
XP_001221933.1	1
XP_001221934.1	1
XP_001221935.1	2
XP_001221936.1	1
XP_001221937.1	1
XP_001221938.1	11
XP_001221939.1	3
XP_001221940.1	1
XP_001221941.1	2
XP_001221942.1	1
XP_001221943.1	2
XP_001221944.1	2
XP_001221945.1	1
XP_001221946.1	7
XP_001221947.1	1
XP_001221948.1	6
XP_001221949.1	8
XP_001221950.1	1
XP_001221951.1	1
XP_001221952.1	1
XP_001221953.1	1
XP_001221954.1	11
XP_001221955.1	1
XP_001221956.1	1
XP_001221957.1	1
XP_001221958.1	3
XP_001221959.1	1
XP_001221960.1	7
XP_001221961.1	1
XP_001221962.1	7
XP_001221963.1	1
XP_001221964.1	8
XP_001221965.1	2
XP_001221966.1	3
XP_001221967.1	2
XP_001221968.1	1
XP_001221969.1	6
XP_001221970.1	10
XP_001221971.1	6
XP_001221972.1	12
XP_001221973.1	7
XP_001221974.1	7
XP_001221975.1	1
XP_001221976.1	1
XP_001221977.1	6
XP_001221978.1	2
XP_001221979.1	1
XP_001221980.1	4
XP_001221981.1	12
XP_001221982.1	9
XP_001221983.1	1
XP_001221984.1	12
XP_001221985.1	3
XP_001221986.1	1
XP_001221987.1	12
XP_001221988.1	1
XP_001221989.1	1
XP_001221990.1	1
XP_001221991.1	6
XP_001221992.1	7
XP_001221993.1	7
XP_001221994.1	1
XP_001221995.1	8
XP_001221996.1	1
XP_001221997.1	1
XP_001221998.1	2
XP_001221999.1	6
XP_001222000.1	1
XP_001222001.1	3
XP_001222002.1	1
XP_001222003.1	2
XP_001222004.1	3
XP_001222005.1	6
XP_001222006.1	1
XP_001222007.1	1
XP_001222008.1	1
XP_001222009.1	1
XP_001222010.1	2
XP_001222011.1	1
XP_001222012.1	3
XP_001222013.1	1
XP_001222014.1	1
XP_001222015.1	2
XP_001222016.1	12
XP_001222017.1	12
XP_001222018.1	1
XP_001222019.1	1
XP_001222020.1	9
XP_001222021.1	1
XP_001222022.1	3
XP_001222023.1	1
XP_001222024.1	1
XP_001222025.1	1
XP_001222026.1	1
XP_001222027.1	1
XP_001222028.1	12
XP_001222029.1	2
XP_001222030.1	1
XP_001222031.1	2
XP_001222032.1	1
XP_001222033.1	1
XP_001222034.1	2
XP_001222035.1	3
XP_001222036.1	2
XP_001222037.1	1
XP_001222038.1	1
XP_001222039.1	1
XP_001222040.1	1
XP_001222041.1	1
XP_001222042.1	12
XP_001222043.1	1
XP_001222044.1	12
XP_001222045.1	12
XP_001222046.1	1
XP_001222047.1	12
XP_001222048.1	1
XP_001222049.1	1
XP_001222050.1	1
XP_001222051.1	2
XP_001222052.1	2
XP_001222053.1	2
XP_001222054.1	1
XP_001222055.1	1
XP_001222056.1	12
XP_001222057.1	11
XP_001222058.1	12
XP_001222059.1	1
XP_001222060.1	1
XP_001222061.1	2
XP_001222062.1	1
XP_001222063.1	1
XP_001222064.1	1
XP_001222065.1	3
XP_001222066.1	1
XP_001222067.1	3
XP_001222068.1	12
XP_001222069.1	1
XP_001222070.1	1
XP_001222071.1	2
XP_001222072.1	1
XP_001222073.1	2
XP_001222074.1	7
XP_001222075.1	12
XP_001222076.1	1
XP_001222077.1	1
XP_001222078.1	1
XP_001222079.1	2
XP_001222080.1	12
XP_001222081.1	6
XP_001222082.1	7
XP_001222083.1	6
XP_001222084.1	1
XP_001222085.1	1
XP_001222086.1	4
XP_001222087.1	1
XP_001222088.1	1
XP_001222089.1	6
XP_001222090.1	1
XP_001222091.1	1
XP_001222092.1	1
XP_001222093.1	2
XP_001222094.1	3
XP_001222095.1	1
XP_001222096.1	1
XP_001222097.1	1
XP_001222098.1	1
XP_001222099.1	3
XP_001222100.1	3
XP_001222101.1	12
XP_001222102.1	6
XP_001222103.1	12
XP_001222104.1	2
XP_001222105.1	1
XP_001222106.1	6
XP_001222107.1	11
XP_001222108.1	1
XP_001222109.1	2
XP_001222110.1	1
XP_001222111.1	1
XP_001222112.1	7
XP_001222113.1	1
XP_001222114.1	3
XP_001222115.1	12
XP_001222116.1	10
XP_001222117.1	6
XP_001222118.1	7
XP_001222119.1	1
XP_001222120.1	11
XP_001222121.1	1
XP_001222122.1	1
XP_001222123.1	12
XP_001222124.1	1
XP_001222125.1	1
XP_001222126.1	11
XP_001222127.1	1
XP_001222128.1	11
XP_001222129.1	2
XP_001222130.1	1
XP_001222131.1	3
XP_001222132.1	1
XP_001222133.1	12
XP_001222134.1	1
XP_001222135.1	6
XP_001222136.1	3
XP_001222137.1	3
XP_001222138.1	11
XP_001222139.1	6
XP_001222140.1	1
XP_001222141.1	2
XP_001222142.1	2
XP_001222143.1	11
XP_001222144.1	7
XP_001222145.1	6
XP_001222146.1	12
XP_001222147.1	1
XP_001222148.1	12
XP_001222149.1	6
XP_001222150.1	4
XP_001222151.1	6
XP_001222152.1	1
XP_001222153.1	2
XP_001222154.1	1
XP_001222155.1	3
XP_001222156.1	1
XP_001222157.1	6
XP_001222158.1	7
XP_001222159.1	6
XP_001222160.1	7
XP_001222161.1	1
XP_001222162.1	1
XP_001222163.1	1
XP_001222164.1	1
XP_001222165.1	12
XP_001222166.1	7
XP_001222167.1	1
XP_001222168.1	12
XP_001222169.1	11
XP_001222170.1	1
XP_001222171.1	1
XP_001222172.1	1
XP_001222173.1	1
XP_001222174.1	1
XP_001222175.1	1
XP_001222176.1	12
XP_001222177.1	1
XP_001222178.1	1
XP_001222179.1	2
XP_001222180.1	1
XP_001222181.1	1
XP_001222182.1	2
XP_001222183.1	6
XP_001222184.1	6
XP_001222186.1	1
XP_001222187.1	6
XP_001222188.1	1
XP_001222189.1	1
XP_001222190.1	3
XP_001222191.1	2
XP_001222192.1	2
XP_001222193.1	1
XP_001222194.1	2
XP_001222195.1	5
XP_001222196.1	1
XP_001222197.1	2
XP_001222198.1	1
XP_001222199.1	1
XP_001222200.1	1
XP_001222201.1	8
XP_001222202.1	6
XP_001222203.1	2
XP_001222204.1	12
XP_001222205.1	1
XP_001222206.1	12
XP_001222207.1	6
XP_001222208.1	6
XP_001222209.1	7
XP_001222210.1	2
XP_001222211.1	3
XP_001222212.1	1
XP_001222213.1	2
XP_001222214.1	2
XP_001222215.1	1
XP_001222216.1	3
XP_001222217.1	1
XP_001222218.1	11
XP_001222219.1	8
XP_001222220.1	1
XP_001222221.1	6
XP_001222222.1	1
XP_001222223.1	4
XP_001222224.1	1
XP_001222225.1	6
XP_001222226.1	3
XP_001222227.1	10
XP_001222228.1	1
XP_001222229.1	1
XP_001222230.1	10
XP_001222231.1	12
XP_001222232.1	1
XP_001222233.1	10
XP_001222234.1	1
XP_001222235.1	2
XP_001222236.1	1
XP_001222237.1	1
XP_001222238.1	9
XP_001222239.1	1
XP_001222240.1	1
XP_001222241.1	2
XP_001222242.1	1
XP_001222243.1	1
XP_001222244.1	3
XP_001222245.1	4
XP_001222246.1	1
XP_001222247.1	3
XP_001222248.1	1
XP_001222249.1	8
XP_001222250.1	1
XP_001222251.1	2
XP_001222252.1	12
XP_001222253.1	1
XP_001222254.1	1
XP_001222255.1	6
XP_001222256.1	12
XP_001222257.1	6
XP_001222258.1	3
XP_001222259.1	3
XP_001222260.1	1
XP_001222261.1	1
XP_001222262.1	1
XP_001222263.1	11
XP_001222264.1	6
XP_001222265.1	2
XP_001222266.1	3
XP_001222267.1	1
XP_001222268.1	1
XP_001222269.1	1
XP_001222270.1	2
XP_001222271.1	1
XP_001222272.1	12
XP_001222273.1	12
XP_001222274.1	2
XP_001222275.1	1
XP_001222276.1	1
XP_001222277.1	2
XP_001222278.1	1
XP_001222279.1	12
XP_001222280.1	2
XP_001222281.1	4
XP_001222282.1	1
XP_001222283.1	1
XP_001222284.1	1
XP_001222285.1	1
XP_001222286.1	2
XP_001222287.1	2
XP_001222288.1	1
XP_001222289.1	1
XP_001222290.1	2
XP_001222291.1	1
XP_001222292.1	1
XP_001222293.1	1
XP_001222294.1	1
XP_001222295.1	1
XP_001222296.1	6
XP_001222297.1	12
XP_001222298.1	1
XP_001222299.1	1
XP_001222300.1	1
XP_001222301.1	2
XP_001222302.1	12
XP_001222303.1	1
XP_001222304.1	6
XP_001222305.1	12
XP_001222306.1	11
XP_001222307.1	12
XP_001222308.1	6
XP_001222309.1	1
XP_001222310.1	1
XP_001222311.1	10
XP_001222312.1	1
XP_001222313.1	1
XP_001222314.1	1
XP_001222315.1	12
XP_001222316.1	10
XP_001222317.1	1
XP_001222318.1	1
XP_001222319.1	1
XP_001222320.1	2
XP_001222321.1	1
XP_001222322.1	1
XP_001222323.1	12
XP_001222324.1	3
XP_001222325.1	1
XP_001222326.1	3
XP_001222327.1	7
XP_001222328.1	2
XP_001222329.1	6
XP_001222330.1	12
XP_001222331.1	12
XP_001222332.1	1
XP_001222333.1	3
XP_001222334.1	6
XP_001222335.1	1
XP_001222336.1	2
XP_001222337.1	1
XP_001222338.1	3
XP_001222339.1	10
XP_001222340.1	11
XP_001222341.1	7
XP_001222342.1	12
XP_001222343.1	9
XP_001222344.1	1
XP_001222345.1	6
XP_001222346.1	3
XP_001222347.1	1
XP_001222348.1	2
XP_001222349.1	2
XP_001222350.1	1
XP_001222351.1	2
XP_001222352.1	1
XP_001222353.1	2
XP_001222354.1	6
XP_001222355.1	1
XP_001222356.1	12
XP_001222357.1	1
XP_001222357.1	3
XP_001222358.1	1
XP_001222359.1	1
XP_001222360.1	2
XP_001222361.1	2
XP_001222362.1	1
XP_001222363.1	6
XP_001222364.1	1
XP_001222365.1	1
XP_001222366.1	1
XP_001222367.1	1
XP_001222368.1	1
XP_001222369.1	1
XP_001222370.1	2
XP_001222371.1	2
XP_001222372.1	8
XP_001222373.1	12
XP_001222374.1	1
XP_001222375.1	2
XP_001222376.1	2
XP_001222377.1	10
XP_001222378.1	6
XP_001222379.1	1
XP_001222380.1	2
XP_001222381.1	1
XP_001222382.1	2
XP_001222383.1	1
XP_001222384.1	1
XP_001222385.1	1
XP_001222386.1	3
XP_001222387.1	1
XP_001222388.1	1
XP_001222389.1	1
XP_001222390.1	2
XP_001222391.1	2
XP_001222392.1	3
XP_001222393.1	2
XP_001222394.1	3
XP_001222395.1	1
XP_001222396.1	1
XP_001222397.1	11
XP_001222398.1	1
XP_001222399.1	12
XP_001222400.1	12
XP_001222401.1	1
XP_001222402.1	1
XP_001222403.1	1
XP_001222404.1	2
XP_001222405.1	1
XP_001222406.1	2
XP_001222407.1	12
XP_001222408.1	2
XP_001222409.1	9
XP_001222410.1	3
XP_001222411.1	1
XP_001222412.1	2
XP_001222413.1	1
XP_001222414.1	1
XP_001222415.1	2
XP_001222416.1	3
XP_001222417.1	1
XP_001222418.1	1
XP_001222419.1	6
XP_001222420.1	11
XP_001222421.1	2
XP_001222422.1	12
XP_001222423.1	1
XP_001222424.1	1
XP_001222425.1	1
XP_001222426.1	1
XP_001222427.1	1
XP_001222428.1	2
XP_001222429.1	12
XP_001222430.1	2
XP_001222431.1	1
XP_001222432.1	1
XP_001222433.1	1
XP_001222434.1	1
XP_001222435.1	6
XP_001222436.1	2
XP_001222437.1	2
XP_001222438.1	1
XP_001222439.1	1
XP_001222440.1	2
XP_001222441.1	2
XP_001222442.1	2
XP_001222443.1	6
XP_001222444.1	1
XP_001222445.1	1
XP_001222446.1	2
XP_001222447.1	1
XP_001222448.1	12
XP_001222449.1	2
XP_001222450.1	6
XP_001222451.1	6
XP_001222452.1	2
XP_001222453.1	1
XP_001222454.1	2
XP_001222455.1	1
XP_001222456.1	2
XP_001222457.1	3
XP_001222458.1	3
XP_001222459.1	1
XP_001222460.1	10
XP_001222461.1	11
XP_001222462.1	12
XP_001222463.1	2
XP_001222464.1	2
XP_001222465.1	2
XP_001222466.1	1
XP_001222467.1	1
XP_001222468.1	3
XP_001222469.1	3
XP_001222470.1	2
XP_001222471.1	3
XP_001222472.1	2
XP_001222473.1	12
XP_001222474.1	1
XP_001222475.1	1
XP_001222476.1	6
XP_001222477.1	1
XP_001222478.1	1
XP_001222479.1	2
XP_001222480.1	2
XP_001222481.1	3
XP_001222482.1	1
XP_001222483.1	1
XP_001222484.1	1
XP_001222485.1	10
XP_001222486.1	1
XP_001222487.1	2
XP_001222488.1	10
XP_001222489.1	12
XP_001222490.1	1
XP_001222491.1	2
XP_001222492.1	9
XP_001222493.1	1
XP_001222494.1	1
XP_001222495.1	1
XP_001222496.1	1
XP_001222497.1	1
XP_001222498.1	1
XP_001222499.1	6
XP_001222500.1	12
XP_001222501.1	2
XP_001222502.1	1
XP_001222503.1	1
XP_001222504.1	2
XP_001222505.1	2
XP_001222506.1	2
XP_001222507.1	1
XP_001222508.1	3
XP_001222509.1	12
XP_001222510.1	1
XP_001222511.1	1
XP_001222512.1	1
XP_001222513.1	12
XP_001222514.1	2
XP_001222515.1	1
XP_001222516.1	1
XP_001222517.1	1
XP_001222518.1	1
XP_001222519.1	1
XP_001222520.1	1
XP_001222521.1	6
XP_001222522.1	2
XP_001222523.1	1
XP_001222524.1	1
XP_001222525.1	1
XP_001222526.1	10
XP_001222527.1	1
XP_001222528.1	2
XP_001222529.1	2
XP_001222530.1	1
XP_001222531.1	1
XP_001222532.1	1
XP_001222533.1	2
XP_001222534.1	2
XP_001222535.1	2
XP_001222536.1	2
XP_001222537.1	1
XP_001222538.1	2
XP_001222539.1	1
XP_001222540.1	1
XP_001222541.1	3
XP_001222542.1	2
XP_001222543.1	12
XP_001222544.1	1
XP_001222545.1	2
XP_001222546.1	2
XP_001222547.1	6
XP_001222548.1	1
XP_001222549.1	3
XP_001222550.1	12
XP_001222551.1	3
XP_001222552.1	3
XP_001222553.1	1
XP_001222554.1	1
XP_001222555.1	1
XP_001222556.1	12
XP_001222557.1	1
XP_001222558.1	1
XP_001222559.1	1
XP_001222560.1	3
XP_001222561.1	6
XP_001222562.1	1
XP_001222563.1	2
XP_001222564.1	1
XP_001222565.1	2
XP_001222566.1	12
XP_001222567.1	3
XP_001222568.1	1
XP_001222569.1	1
XP_001222570.1	2
XP_001222571.1	7
XP_001222572.1	1
XP_001222573.1	1
XP_001222574.1	1
XP_001222575.1	3
XP_001222576.1	2
XP_001222577.1	1
XP_001222578.1	2
XP_001222579.1	1
XP_001222580.1	1
XP_001222581.1	1
XP_001222582.1	12
XP_001222583.1	1
XP_001222584.1	6
XP_001222585.1	1
XP_001222586.1	1
XP_001222587.1	2
XP_001222588.1	2
XP_001222589.1	2
XP_001222590.1	1
XP_001222591.1	1
XP_001222592.1	1
XP_001222593.1	12
XP_001222594.1	1
XP_001222595.1	1
XP_001222596.1	1
XP_001222597.1	7
XP_001222598.1	1
XP_001222599.1	2
XP_001222600.1	6
XP_001222601.1	1
XP_001222602.1	6
XP_001222603.1	1
XP_001222604.1	1
XP_001222605.1	1
XP_001222606.1	1
XP_001222607.1	1
XP_001222608.1	1
XP_001222609.1	9
XP_001222610.1	1
XP_001222611.1	1
XP_001222612.1	12
XP_001222613.1	1
XP_001222614.1	3
XP_001222615.1	1
XP_001222616.1	2
XP_001222617.1	2
XP_001222618.1	3
XP_001222619.1	1
XP_001222620.1	1
XP_001222621.1	1
XP_001222622.1	1
XP_001222623.1	1
XP_001222624.1	1
XP_001222625.1	2
XP_001222626.1	2
XP_001222627.1	1
XP_001222628.1	1
XP_001222629.1	3
XP_001222630.1	9
XP_001222631.1	1
XP_001222632.1	1
XP_001222633.1	2
XP_001222634.1	12
XP_001222635.1	2
XP_001222636.1	1
XP_001222637.1	1
XP_001222638.1	1
XP_001222639.1	1
XP_001222640.1	3
XP_001222641.1	2
XP_001222642.1	2
XP_001222643.1	3
XP_001222644.1	2
XP_001222645.1	12
XP_001222646.1	1
XP_001222647.1	2
XP_001222648.1	3
XP_001222649.1	2
XP_001222650.1	1
XP_001222651.1	1
XP_001222652.1	3
XP_001222653.1	1
XP_001222654.1	2
XP_001222655.1	11
XP_001222656.1	1
XP_001222657.1	1
XP_001222658.1	2
XP_001222659.1	1
XP_001222660.1	1
XP_001222661.1	1
XP_001222662.1	3
XP_001222663.1	1
XP_001222664.1	3
XP_001222665.1	12
XP_001222666.1	1
XP_001222667.1	2
XP_001222668.1	2
XP_001222669.1	1
XP_001222670.1	2
XP_001222671.1	1
XP_001222672.1	2
XP_001222673.1	1
XP_001222674.1	1
XP_001222675.1	1
XP_001222676.1	2
XP_001222677.1	2
XP_001222678.1	1
XP_001222679.1	3
XP_001222680.1	9
XP_001222681.1	9
XP_001222682.1	1
XP_001222683.1	1
XP_001222684.1	1
XP_001222685.1	2
XP_001222686.1	12
XP_001222687.1	1
XP_001222688.1	1
XP_001222689.1	1
XP_001222690.1	1
XP_001222691.1	2
XP_001222692.1	12
XP_001222693.1	3
XP_001222694.1	1
XP_001222695.1	3
XP_001222696.1	12
XP_001222697.1	12
XP_001222698.1	12
XP_001222699.1	1
XP_001222700.1	1
XP_001222701.1	12
XP_001222702.1	2
XP_001222703.1	1
XP_001222704.1	2
XP_001222705.1	12
XP_001222706.1	12
XP_001222707.1	1
XP_001222708.1	1
XP_001222709.1	1
XP_001222710.1	1
XP_001222711.1	1
XP_001222712.1	12
XP_001222713.1	2
XP_001222714.1	12
XP_001222715.1	12
XP_001222716.1	12
XP_001222717.1	12
XP_001222718.1	1
XP_001222719.1	1
XP_001222720.1	3
XP_001222721.1	1
XP_001222722.1	1
XP_001222723.1	2
XP_001222724.1	1
XP_001222725.1	2
XP_001222726.1	1
XP_001222727.1	1
XP_001222728.1	11
XP_001222729.1	1
XP_001222730.1	8
XP_001222731.1	2
XP_001222732.1	1
XP_001222733.1	1
XP_001222734.1	1
XP_001222735.1	1
XP_001222736.1	1
XP_001222737.1	1
XP_001222738.1	1
XP_001222739.1	6
XP_001222740.1	6
XP_001222741.1	3
XP_001222742.1	1
XP_001222743.1	1
XP_001222744.1	2
XP_001222745.1	1
XP_001222746.1	12
XP_001222747.1	1
XP_001222748.1	12
XP_001222749.1	3
XP_001222750.1	2
XP_001222751.1	2
XP_001222752.1	7
XP_001222753.1	3
XP_001222754.1	2
XP_001222755.1	1
XP_001222756.1	2
XP_001222757.1	1
XP_001222758.1	1
XP_001222759.1	1
XP_001222760.1	2
XP_001222761.1	11
XP_001222762.1	9
XP_001222763.1	11
XP_001222764.1	2
XP_001222765.1	1
XP_001222766.1	12
XP_001222767.1	1
XP_001222768.1	3
XP_001222769.1	1
XP_001222770.1	3
XP_001222771.1	4
XP_001222772.1	1
XP_001222773.1	11
XP_001222774.1	12
XP_001222775.1	3
XP_001222776.1	1
XP_001222777.1	3
XP_001222778.1	1
XP_001222779.1	6
XP_001222780.1	11
XP_001222781.1	7
XP_001222782.1	3
XP_001222783.1	1
XP_001222784.1	2
XP_001222785.1	1
XP_001222786.1	2
XP_001222787.1	12
XP_001222788.1	1
XP_001222789.1	2
XP_001222790.1	1
XP_001222791.1	1
XP_001222792.1	1
XP_001222793.1	1
XP_001222794.1	2
XP_001222795.1	3
XP_001222796.1	1
XP_001222797.1	1
XP_001222798.1	1
XP_001222799.1	2
XP_001222800.1	12
XP_001222801.1	2
XP_001222802.1	1
XP_001222803.1	2
XP_001222804.1	2
XP_001222805.1	2
XP_001222806.1	2
XP_001222807.1	1
XP_001222808.1	1
XP_001222809.1	1
XP_001222810.1	1
XP_001222811.1	1
XP_001222812.1	1
XP_001222813.1	1
XP_001222814.1	1
XP_001222815.1	2
XP_001222816.1	1
XP_001222817.1	12
XP_001222818.1	1
XP_001222819.1	1
XP_001222820.1	1
XP_001222821.1	9
XP_001222822.1	1
XP_001222823.1	12
XP_001222824.1	1
XP_001222825.1	3
XP_001222826.1	2
XP_001222827.1	1
XP_001222828.1	7
XP_001222829.1	1
XP_001222830.1	1
XP_001222831.1	12
XP_001222832.1	1
XP_001222833.1	1
XP_001222834.1	6
XP_001222835.1	1
XP_001222836.1	1
XP_001222837.1	2
XP_001222838.1	1
XP_001222839.1	12
XP_001222840.1	1
XP_001222841.1	2
XP_001222842.1	11
XP_001222843.1	10
XP_001222844.1	1
XP_001222845.1	12
XP_001222846.1	3
XP_001222847.1	1
XP_001222848.1	1
XP_001222849.1	12
XP_001222850.1	2
XP_001222851.1	1
XP_001222852.1	6
XP_001222853.1	1
XP_001222854.1	6
XP_001222855.1	2
XP_001222856.1	1
XP_001222857.1	6
XP_001222858.1	6
XP_001222859.1	1
XP_001222860.1	1
XP_001222861.1	6
XP_001222862.1	2
XP_001222863.1	3
XP_001222864.1	12
XP_001222865.1	12
XP_001222866.1	1
XP_001222867.1	1
XP_001222868.1	1
XP_001222869.1	1
XP_001222870.1	12
XP_001222871.1	1
XP_001222872.1	12
XP_001222873.1	1
XP_001222874.1	2
XP_001222875.1	10
XP_001222876.1	1
XP_001222877.1	1
XP_001222878.1	12
XP_001222879.1	3
XP_001222880.1	2
XP_001222881.1	1
XP_001222882.1	2
XP_001222883.1	1
XP_001222884.1	1
XP_001222885.1	1
XP_001222886.1	3
XP_001222887.1	1
XP_001222888.1	1
XP_001222889.1	1
XP_001222890.1	10
XP_001222891.1	2
XP_001222892.1	1
XP_001222893.1	1
XP_001222894.1	6
XP_001222895.1	6
XP_001222896.1	1
XP_001222897.1	1
XP_001222898.1	1
XP_001222899.1	2
XP_001222900.1	1
XP_001222901.1	2
XP_001222902.1	1
XP_001222903.1	1
XP_001222904.1	11
XP_001222905.1	1
XP_001222906.1	1
XP_001222907.1	1
XP_001222908.1	1
XP_001222909.1	1
XP_001222910.1	2
XP_001222911.1	4
XP_001222912.1	7
XP_001222913.1	1
XP_001222914.1	1
XP_001222915.1	2
XP_001222916.1	12
XP_001222917.1	12
XP_001222918.1	3
XP_001222919.1	1
XP_001222920.1	1
XP_001222921.1	1
XP_001222922.1	1
XP_001222923.1	1
XP_001222924.1	1
XP_001222925.1	2
XP_001222926.1	1
XP_001222927.1	1
XP_001222928.1	1
XP_001222929.1	1
XP_001222930.1	1
XP_001222931.1	2
XP_001222932.1	1
XP_001222933.1	1
XP_001222934.1	1
XP_001222935.1	12
XP_001222936.1	1
XP_001222937.1	1
XP_001222938.1	2
XP_001222939.1	1
XP_001222940.1	3
XP_001222941.1	1
XP_001222942.1	1
XP_001222943.1	1
XP_001222944.1	1
XP_001222945.1	1
XP_001222946.1	2
XP_001222947.1	2
XP_001222948.1	1
XP_001222949.1	1
XP_001222950.1	1
XP_001222951.1	7
XP_001222952.1	2
XP_001222953.1	1
XP_001222954.1	1
XP_001222955.1	1
XP_001222956.1	1
XP_001222957.1	2
XP_001222958.1	1
XP_001222959.1	3
XP_001222960.1	2
XP_001222961.1	10
XP_001222962.1	6
XP_001222963.1	2
XP_001222964.1	1
XP_001222965.1	9
XP_001222966.1	1
XP_001222967.1	6
XP_001222968.1	3
XP_001222969.1	1
XP_001222970.1	1
XP_001222971.1	3
XP_001222972.1	1
XP_001222973.1	3
XP_001222974.1	1
XP_001222975.1	1
XP_001222976.1	2
XP_001222977.1	2
XP_001222978.1	1
XP_001222979.1	1
XP_001222980.1	6
XP_001222981.1	3
XP_001222982.1	1
XP_001222983.1	1
XP_001222984.1	1
XP_001222985.1	3
XP_001222986.1	3
XP_001222987.1	1
XP_001222988.1	1
XP_001222989.1	2
XP_001222990.1	2
XP_001222991.1	1
XP_001222992.1	1
XP_001222993.1	1
XP_001222994.1	1
XP_001222995.1	1
XP_001222996.1	1
XP_001222997.1	1
XP_001222998.1	4
XP_001222999.1	2
XP_001223000.1	1
XP_001223001.1	1
XP_001223002.1	1
XP_001223003.1	1
XP_001223004.1	2
XP_001223005.1	1
XP_001223006.1	2
XP_001223007.1	1
XP_001223008.1	2
XP_001223009.1	1
XP_001223010.1	1
XP_001223011.1	10
XP_001223012.1	11
XP_001223013.1	2
XP_001223014.1	6
XP_001223015.1	12
XP_001223016.1	1
XP_001223017.1	1
XP_001223018.1	1
XP_001223019.1	12
XP_001223020.1	2
XP_001223021.1	8
XP_001223022.1	12
XP_001223023.1	2
XP_001223024.1	2
XP_001223025.1	1
XP_001223026.1	1
XP_001223027.1	1
XP_001223028.1	1
XP_001223029.1	1
XP_001223030.1	1
XP_001223031.1	1
XP_001223032.1	2
XP_001223033.1	1
XP_001223034.1	11
XP_001223035.1	1
XP_001223036.1	1
XP_001223037.1	11
XP_001223038.1	9
XP_001223039.1	1
XP_001223040.1	12
XP_001223041.1	1
XP_001223042.1	2
XP_001223043.1	1
XP_001223044.1	2
XP_001223045.1	1
XP_001223046.1	1
XP_001223047.1	1
XP_001223048.1	12
XP_001223049.1	2
XP_001223050.1	2
XP_001223051.1	2
XP_001223052.1	1
XP_001223053.1	2
XP_001223054.1	1
XP_001223055.1	1
XP_001223056.1	1
XP_001223057.1	2
XP_001223058.1	1
XP_001223059.1	1
XP_001223060.1	12
XP_001223061.1	11
XP_001223062.1	12
XP_001223063.1	1
XP_001223064.1	1
XP_001223065.1	1
XP_001223066.1	12
XP_001223067.1	10
XP_001223068.1	2
XP_001223069.1	1
XP_001223070.1	2
XP_001223071.1	1
XP_001223072.1	11
XP_001223073.1	3
XP_001223074.1	2
XP_001223075.1	2
XP_001223076.1	1
XP_001223077.1	1
XP_001223078.1	12
XP_001223079.1	3
XP_001223080.1	10
XP_001223081.1	7
XP_001223082.1	1
XP_001223083.1	1
XP_001223084.1	10
XP_001223085.1	12
XP_001223086.1	1
XP_001223087.1	4
XP_001223088.1	1
XP_001223089.1	1
XP_001223090.1	1
XP_001223091.1	12
XP_001223092.1	1
XP_001223093.1	2
XP_001223094.1	1
XP_001223095.1	3
XP_001223096.1	2
XP_001223097.1	1
XP_001223098.1	1
XP_001223099.1	2
XP_001223100.1	1
XP_001223101.1	1
XP_001223102.1	2
XP_001223103.1	8
XP_001223104.1	2
XP_001223105.1	1
XP_001223106.1	1
XP_001223107.1	1
XP_001223108.1	1
XP_001223109.1	3
XP_001223110.1	1
XP_001223111.1	2
XP_001223112.1	1
XP_001223113.1	2
XP_001223114.1	6
XP_001223115.1	7
XP_001223116.1	3
XP_001223117.1	12
XP_001223118.1	3
XP_001223119.1	12
XP_001223120.1	12
XP_001223121.1	2
XP_001223122.1	12
XP_001223123.1	7
XP_001223124.1	1
XP_001223125.1	2
XP_001223126.1	1
XP_001223127.1	12
XP_001223128.1	2
XP_001223129.1	12
XP_001223130.1	11
XP_001223131.1	11
XP_001223132.1	3
XP_001223133.1	1
XP_001223134.1	1
XP_001223135.1	6
XP_001223136.1	1
XP_001223137.1	6
XP_001223138.1	12
XP_001223139.1	1
XP_001223140.1	1
XP_001223141.1	1
XP_001223142.1	3
XP_001223143.1	2
XP_001223144.1	2
XP_001223145.1	1
XP_001223146.1	12
XP_001223147.1	3
XP_001223148.1	2
XP_001223149.1	1
XP_001223150.1	1
XP_001223151.1	1
XP_001223152.1	1
XP_001223153.1	1
XP_001223154.1	7
XP_001223155.1	1
XP_001223156.1	1
XP_001223157.1	9
XP_001223158.1	6
XP_001223159.1	1
XP_001223160.1	6
XP_001223161.1	6
XP_001223162.1	3
