qseqid	PS
XP_001553709.1	6
XP_001553710.1	3
XP_001553716.1	3
XP_001553717.1	3
XP_001553718.1	3
XP_001553719.2	3
XP_001553721.2	3
XP_001553722.1	3
XP_001553724.1	3
XP_001553725.2	3
XP_001553727.2	3
XP_001553728.1	3
XP_001553733.1	10
XP_001553735.1	3
XP_001553737.1	4
XP_001553738.1	4
XP_001553739.2	3
XP_001553740.1	4
XP_001553743.1	4
XP_001553748.1	4
XP_001553749.1	3
XP_001553750.2	3
XP_001553752.1	4
XP_001553754.1	6
XP_001553755.2	4
XP_001553759.1	3
XP_001553762.1	3
XP_001553763.1	4
XP_001553764.1	3
XP_001553766.1	4
XP_001553767.2	3
XP_001553770.1	3
XP_001553771.1	4
XP_001553777.1	3
XP_001553780.1	4
XP_001553783.2	4
XP_001553784.1	3
XP_001553785.1	3
XP_001553786.1	3
XP_001553787.2	3
XP_001553801.2	10
XP_001553802.1	10
XP_001553803.2	3
XP_001553806.1	6
XP_001553811.1	3
XP_001553812.2	4
XP_001553814.1	3
XP_001553815.1	3
XP_001553818.1	3
XP_001553822.1	3
XP_001553824.1	6
XP_001553825.1	10
XP_001553828.1	3
XP_001553830.2	6
XP_001553831.1	3
XP_001553832.1	4
XP_001553833.2	4
XP_001553835.2	3
XP_001553838.1	8
XP_001553840.2	3
XP_001553843.1	3
XP_001553844.2	4
XP_001553848.1	4
XP_001553849.1	3
XP_001553859.1	3
XP_001553860.2	4
XP_001553867.2	3
XP_001553875.1	4
XP_001553879.2	3
XP_001553881.2	3
XP_001553883.1	3
XP_001553884.2	3
XP_001553887.2	3
XP_001553888.1	6
XP_001553893.2	4
XP_001553895.1	3
XP_001553897.1	3
XP_001553898.1	4
XP_001553899.1	3
XP_001553902.1	3
XP_001553903.1	3
XP_001553904.2	3
XP_001553907.1	4
XP_001553909.2	3
XP_001553911.1	4
XP_001553914.1	3
XP_001553915.1	4
XP_001553916.2	3
XP_001553918.1	3
XP_001553920.1	3
XP_001553921.1	3
XP_001553922.2	3
XP_001553923.2	4
XP_001553925.1	3
XP_001553931.1	3
XP_001553932.1	3
XP_001553935.2	4
XP_001553936.2	3
XP_001553941.2	4
XP_001553945.1	4
XP_001553946.1	4
XP_001553949.2	6
XP_001553950.1	3
XP_001553952.1	3
XP_001553955.1	6
XP_001553958.1	4
XP_001553960.1	10
XP_001553961.1	3
XP_001553964.2	3
XP_001553965.1	3
XP_001553966.2	6
XP_001553967.1	3
XP_001553969.2	3
XP_001553990.1	4
XP_001553991.1	3
XP_001553997.1	3
XP_001553998.2	4
XP_001554001.2	4
XP_001554006.1	3
XP_001554009.1	3
XP_001554013.1	4
XP_001554026.2	3
XP_001554030.1	4
XP_001554031.1	3
XP_001554034.1	6
XP_001554039.2	3
XP_001554043.1	4
XP_001554046.1	3
XP_001554048.2	4
XP_001554050.2	3
XP_001554055.1	9
XP_001554059.1	4
XP_001554060.1	3
XP_001554063.1	3
XP_001554064.1	3
XP_001554067.2	4
XP_001554072.1	9
XP_001554074.2	3
XP_001554075.1	3
XP_001554078.1	3
XP_001554081.1	3
XP_001554083.1	6
XP_001554088.1	4
XP_001554089.1	4
XP_001554092.1	3
XP_001554093.1	3
XP_001554094.1	3
XP_001554096.1	3
XP_001554098.1	3
XP_001554103.1	3
XP_001554109.1	3
XP_001554111.2	6
XP_001554112.1	4
XP_001554114.1	3
XP_001554115.1	10
XP_001554116.1	3
XP_001554120.2	4
XP_001554124.1	5
XP_001554127.1	3
XP_001554128.2	4
XP_001554138.1	3
XP_001554142.1	4
XP_001554145.1	3
XP_001554146.2	4
XP_001554147.1	3
XP_001554148.1	3
XP_001554149.1	4
XP_001554152.1	10
XP_001554153.1	3
XP_001554166.1	4
XP_001554167.1	6
XP_001554170.1	6
XP_001554171.1	4
XP_001554173.1	4
XP_001554176.1	10
XP_001554182.1	3
XP_001554183.2	10
XP_001554184.2	3
XP_001554185.1	4
XP_001554186.1	4
XP_001554187.1	4
XP_001554189.1	9
XP_001554192.2	3
XP_001554195.1	4
XP_001554197.1	4
XP_001554198.1	3
XP_001554204.1	6
XP_001554205.2	4
XP_001554222.1	3
XP_001554227.1	3
XP_001554229.1	4
XP_001554249.2	3
XP_001554252.1	4
XP_001554253.1	10
XP_001554259.1	4
XP_001554261.1	3
XP_001554263.1	3
XP_001554266.1	4
XP_001554267.1	5
XP_001554270.1	3
XP_001554272.1	4
XP_001554274.1	4
XP_001554275.1	3
XP_001554291.1	6
XP_001554294.1	3
XP_001554295.1	3
XP_001554305.2	3
XP_001554308.2	3
XP_001554309.1	3
XP_001554310.2	3
XP_001554318.1	3
XP_001554319.1	4
XP_001554320.1	3
XP_001554322.2	3
XP_001554325.1	10
XP_001554327.1	10
XP_001554333.1	3
XP_001554337.1	3
XP_001554342.1	4
XP_001554344.2	10
XP_001554346.2	3
XP_001554347.1	3
XP_001554348.2	3
XP_001554357.2	3
XP_001554358.1	9
XP_001554359.1	3
XP_001554372.1	4
XP_001554379.1	3
XP_001554380.1	3
XP_001554387.1	6
XP_001554391.1	4
XP_001554403.1	4
XP_001554405.2	3
XP_001554418.2	4
XP_001554419.2	3
XP_001554422.1	4
XP_001554424.1	3
XP_001554426.1	3
XP_001554433.1	3
XP_001554439.1	10
XP_001554444.1	10
XP_001554447.1	6
XP_001554449.1	3
XP_001554452.1	3
XP_001554453.1	4
XP_001554456.1	3
XP_001554457.1	3
XP_001554459.1	10
XP_001554461.2	10
XP_001554462.1	3
XP_001554463.1	10
XP_001554464.1	4
XP_001554465.1	6
XP_001554467.1	3
XP_001554475.1	6
XP_001554477.2	4
XP_001554482.1	3
XP_001554485.1	4
XP_001554489.1	10
XP_001554492.1	3
XP_001554493.1	3
XP_001554494.2	4
XP_001554495.1	3
XP_001554496.1	3
XP_001554499.1	3
XP_001554505.1	4
XP_001554506.1	3
XP_001554513.2	4
XP_001554516.1	3
XP_001554518.1	3
XP_001554520.2	3
XP_001554522.1	3
XP_001554527.2	3
XP_001554528.1	3
XP_001554529.1	3
XP_001554530.1	4
XP_001554536.1	3
XP_001554538.2	4
XP_001554544.1	3
XP_001554546.1	6
XP_001554548.1	4
XP_001554549.1	3
XP_001554553.2	3
XP_001554555.1	3
XP_001554557.2	10
XP_001554558.2	3
XP_001554559.2	3
XP_001554560.1	3
XP_001554563.1	3
XP_001554566.1	6
XP_001554571.1	3
XP_001554573.1	3
XP_001554579.1	3
XP_001554580.1	3
XP_001554581.1	3
XP_001554582.2	3
XP_001554584.1	6
XP_001554586.2	12
XP_001554594.1	3
XP_001554597.1	4
XP_001554600.1	3
XP_001554609.1	4
XP_001554613.1	3
XP_001554614.1	3
XP_001554616.1	3
XP_001554617.2	4
XP_001554621.1	3
XP_001554622.1	3
XP_001554626.1	10
XP_001554632.2	3
XP_001554634.2	10
XP_001554636.2	6
XP_001554637.1	4
XP_001554641.1	6
XP_001554645.1	4
XP_001554651.1	10
XP_001554654.1	3
XP_001554657.1	4
XP_001554658.1	4
XP_001554659.2	3
XP_001554661.1	3
XP_001554662.1	3
XP_001554672.1	4
XP_001554673.1	3
XP_001554674.1	3
XP_001554679.1	4
XP_001554680.2	3
XP_001554686.2	6
XP_001554693.2	3
XP_001554700.1	6
XP_001554701.1	3
XP_001554703.1	6
XP_001554704.1	4
XP_001554714.1	3
XP_001554720.1	3
XP_001554721.1	4
XP_001554724.1	9
XP_001554725.2	4
XP_001554727.2	3
XP_001554728.1	10
XP_001554734.2	10
XP_001554735.2	10
XP_001554737.1	5
XP_001554738.2	3
XP_001554739.1	3
XP_001554742.2	4
XP_001554746.1	3
XP_001554748.1	4
XP_001554749.1	3
XP_001554750.1	3
XP_001554751.1	3
XP_001554752.1	3
XP_001554754.1	3
XP_001554758.1	8
XP_001554763.2	9
XP_001554765.1	3
XP_001554767.1	9
XP_001554768.1	4
XP_001554769.1	4
XP_001554773.1	4
XP_001554780.1	3
XP_001554781.1	3
XP_001554782.2	3
XP_001554783.1	3
XP_001554784.1	4
XP_001554786.1	6
XP_001554787.1	10
XP_001554788.1	11
XP_001554791.1	3
XP_001554793.1	6
XP_001554799.1	3
XP_001554800.1	4
XP_001554802.1	10
XP_001554803.1	10
XP_001554804.2	10
XP_001554811.1	3
XP_001554815.1	3
XP_001554817.1	3
XP_001554818.1	3
XP_001554820.1	4
XP_001554822.1	10
XP_001554823.1	9
XP_001554824.2	4
XP_001554825.1	4
XP_001554834.1	10
XP_001554835.2	6
XP_001554840.1	3
XP_001554841.1	9
XP_001554842.1	3
XP_001554843.1	3
XP_001554849.1	9
XP_001554861.2	3
XP_001554862.1	6
XP_001554866.1	3
XP_001554870.1	10
XP_001554875.1	10
XP_001554880.1	10
XP_001554881.1	3
XP_001554888.1	3
XP_001554892.1	3
XP_001554893.2	3
XP_001554894.1	10
XP_001554899.1	3
XP_001554901.1	9
XP_001554904.2	3
XP_001554905.2	10
XP_001554907.2	3
XP_001554908.1	10
XP_001554910.1	3
XP_001554912.1	3
XP_001554913.1	4
XP_001554917.1	10
XP_001554920.2	10
XP_001554921.1	3
XP_001554922.1	3
XP_001554923.1	4
XP_001554928.1	9
XP_001554929.2	6
XP_001554935.1	3
XP_001554939.1	10
XP_001554940.1	5
XP_001554941.1	10
XP_001554945.1	3
XP_001554946.1	3
XP_001554951.1	3
XP_001554952.1	3
XP_001554960.1	3
XP_001554965.1	3
XP_001554966.1	5
XP_001554970.2	4
XP_001554971.1	3
XP_001554973.1	3
XP_001554979.2	4
XP_001554986.1	4
XP_001554988.2	4
XP_001554991.1	3
XP_001554992.2	3
XP_001554996.1	4
XP_001554998.2	3
XP_001555000.1	3
XP_001555001.1	3
XP_001555004.1	3
XP_001555007.1	3
XP_001555013.1	3
XP_001555017.1	3
XP_001555020.1	3
XP_001555025.1	3
XP_001555030.1	3
XP_001555033.1	4
XP_001555041.1	3
XP_001555045.1	4
XP_001555046.1	4
XP_001555047.2	3
XP_001555048.1	3
XP_001555049.1	3
XP_001555050.1	3
XP_001555053.1	3
XP_001555056.1	3
XP_001555061.1	4
XP_001555069.1	4
XP_001555070.1	3
XP_001555073.1	3
XP_001555076.2	4
XP_001555077.2	3
XP_001555081.1	3
XP_001555083.1	3
XP_001555085.1	4
XP_001555086.2	3
XP_001555089.1	3
XP_001555090.1	3
XP_001555093.1	3
XP_001555100.2	3
XP_001555103.1	4
XP_001555104.1	3
XP_001555114.2	3
XP_001555115.1	3
XP_001555116.1	3
XP_001555119.1	4
XP_001555126.2	6
XP_001555127.2	10
XP_001555129.2	3
XP_001555131.1	3
XP_001555134.1	10
XP_001555152.1	10
XP_001555153.1	4
XP_001555159.1	3
XP_001555168.2	6
XP_001555169.2	5
XP_001555170.2	4
XP_001555171.1	3
XP_001555173.1	4
XP_001555174.1	4
XP_001555175.1	4
XP_001555179.1	3
XP_001555180.1	4
XP_001555181.1	3
XP_001555182.1	3
XP_001555183.1	3
XP_001555185.2	4
XP_001555186.2	10
XP_001555190.1	3
XP_001555194.1	3
XP_001555195.1	6
XP_001555197.1	3
XP_001555199.1	3
XP_001555200.1	3
XP_001555201.1	3
XP_001555202.1	10
XP_001555204.1	3
XP_001555206.1	3
XP_001555208.1	10
XP_001555212.1	5
XP_001555213.1	3
XP_001555223.2	3
XP_001555227.1	3
XP_001555228.1	3
XP_001555229.1	3
XP_001555233.1	6
XP_001555237.1	3
XP_001555239.1	4
XP_001555242.2	6
XP_001555247.1	3
XP_001555249.2	3
XP_001555261.1	3
XP_001555264.1	4
XP_001555265.2	3
XP_001555267.2	3
XP_001555269.1	10
XP_001555270.1	3
XP_001555271.1	8
XP_001555272.1	3
XP_001555275.1	3
XP_001555276.2	3
XP_001555283.1	3
XP_001555288.2	3
XP_001555292.1	3
XP_001555293.1	3
XP_001555296.2	11
XP_001555297.1	9
XP_001555301.2	9
XP_001555310.2	3
XP_001555311.2	3
XP_001555313.1	3
XP_001555314.1	4
XP_001555317.1	8
XP_001555324.1	3
XP_001555325.1	6
XP_001555326.2	5
XP_001555327.1	3
XP_001555328.1	4
XP_001555329.1	3
XP_001555330.1	3
XP_001555332.1	6
XP_001555335.1	4
XP_001555340.2	6
XP_001555341.1	4
XP_001555342.2	3
XP_001555347.1	3
XP_001555349.1	5
XP_001555351.2	3
XP_001555360.1	6
XP_001555369.1	3
XP_001555373.1	3
XP_001555374.1	3
XP_001555375.1	3
XP_001555378.2	3
XP_001555380.1	3
XP_001555385.1	3
XP_001555389.1	3
XP_001555390.1	3
XP_001555393.1	3
XP_001555405.1	4
XP_001555409.1	4
XP_001555410.1	6
XP_001555417.1	3
XP_001555433.2	4
XP_001555445.1	3
XP_001555446.1	3
XP_001555448.1	3
XP_001555449.1	3
XP_001555450.1	3
XP_001555452.2	4
XP_001555454.1	3
XP_001555455.1	6
XP_001555461.1	4
XP_001555464.1	9
XP_001555470.2	4
XP_001555473.1	3
XP_001555478.2	3
XP_001555479.2	3
XP_001555483.1	10
XP_001555494.1	3
XP_001555495.1	3
XP_001555497.1	3
XP_001555498.1	3
XP_001555503.2	3
XP_001555507.1	3
XP_001555508.1	6
XP_001555510.1	3
XP_001555514.2	10
XP_001555521.1	9
XP_001555522.2	10
XP_001555524.1	3
XP_001555528.1	3
XP_001555532.1	10
XP_001555535.1	3
XP_001555536.2	9
XP_001555541.1	3
XP_001555546.1	3
XP_001555550.1	3
XP_001555551.2	3
XP_001555569.1	3
XP_001555570.1	3
XP_001555571.1	6
XP_001555572.1	3
XP_001555575.1	3
XP_001555582.1	4
XP_001555583.2	3
XP_001555586.2	3
XP_001555589.1	3
XP_001555592.1	4
XP_001555596.1	3
XP_001555599.1	4
XP_001555601.1	3
XP_001555605.1	3
XP_001555607.2	4
XP_001555610.1	4
XP_001555613.1	3
XP_001555614.1	3
XP_001555615.1	3
XP_001555625.1	4
XP_001555629.1	3
XP_001555638.2	10
XP_001555639.1	10
XP_001555643.1	3
XP_001555646.1	4
XP_001555648.1	9
XP_001555651.1	4
XP_001555652.1	6
XP_001555656.1	9
XP_001555658.1	9
XP_001555661.1	6
XP_001555664.1	10
XP_001555666.1	6
XP_001555674.1	9
XP_001555678.1	4
XP_001555682.1	4
XP_001555685.2	4
XP_001555688.1	3
XP_001555691.1	4
XP_001555693.2	4
XP_001555698.2	3
XP_001555699.1	3
XP_001555700.1	3
XP_001555701.1	3
XP_001555702.1	3
XP_001555705.1	4
XP_001555708.1	3
XP_001555709.1	10
XP_001555710.2	3
XP_001555716.1	6
XP_001555718.1	3
XP_001555723.1	10
XP_001555724.1	3
XP_001555725.1	3
XP_001555729.1	4
XP_001555731.1	3
XP_001555732.1	3
XP_001555733.1	4
XP_001555735.1	3
XP_001555736.1	4
XP_001555738.1	4
XP_001555743.2	4
XP_001555748.2	4
XP_001555749.1	3
XP_001555753.1	4
XP_001555756.1	3
XP_001555758.1	3
XP_001555759.1	3
XP_001555761.2	10
XP_001555764.1	6
XP_001555765.1	3
XP_001555766.1	6
XP_001555771.1	3
XP_001555776.1	3
XP_001555779.2	3
XP_001555790.1	4
XP_001555797.2	10
XP_001555798.2	10
XP_001555812.1	4
XP_001555814.2	3
XP_001555819.1	3
XP_001555820.2	3
XP_001555821.2	3
XP_001555826.2	4
XP_001555828.1	4
XP_001555834.1	6
XP_001555842.2	3
XP_001555845.2	4
XP_001555846.2	4
XP_001555851.1	3
XP_001555858.2	4
XP_001555860.1	4
XP_001555868.1	10
XP_001555869.1	3
XP_001555870.1	3
XP_001555871.2	4
XP_001555872.1	3
XP_001555881.1	4
XP_001555882.1	6
XP_001555884.1	4
XP_001555888.1	10
XP_001555894.1	3
XP_001555896.1	3
XP_001555899.2	4
XP_001555908.2	3
XP_001555910.1	3
XP_001555915.1	10
XP_001555918.1	3
XP_001555920.1	3
XP_001555921.1	10
XP_001555922.1	3
XP_001555923.1	3
XP_001555925.1	3
XP_001555927.1	3
XP_001555932.1	4
XP_001555933.1	6
XP_001555941.1	5
XP_001555942.2	4
XP_001555946.1	3
XP_001555953.2	4
XP_001555955.2	9
XP_001555956.1	4
XP_001555963.1	3
XP_001555965.1	6
XP_001555967.1	3
XP_001555968.1	3
XP_001555970.1	3
XP_001555974.1	3
XP_001555976.2	3
XP_001555980.2	4
XP_001555983.1	3
XP_001555986.1	10
XP_001555988.2	4
XP_001555989.2	9
XP_001555991.1	4
XP_001555997.1	3
XP_001555999.1	3
XP_001556000.1	3
XP_001556003.1	4
XP_001556004.2	3
XP_001556007.1	4
XP_001556008.1	3
XP_001556011.1	4
XP_001556015.2	4
XP_001556016.2	4
XP_001556018.1	3
XP_001556019.2	3
XP_001556023.1	3
XP_001556024.2	3
XP_001556030.1	6
XP_001556031.1	6
XP_001556037.1	3
XP_001556038.1	4
XP_001556039.1	3
XP_001556041.2	3
XP_001556044.2	3
XP_001556045.1	3
XP_001556046.1	6
XP_001556048.2	3
XP_001556049.1	10
XP_001556050.2	9
XP_001556053.2	4
XP_001556054.1	3
XP_001556056.1	3
XP_001556058.2	3
XP_001556070.1	3
XP_001556071.1	6
XP_001556072.1	10
XP_001556074.1	10
XP_001556077.1	3
XP_001556082.1	10
XP_001556090.1	4
XP_001556101.1	3
XP_001556105.2	4
XP_001556109.1	4
XP_001556114.2	4
XP_001556115.1	3
XP_001556116.1	6
XP_001556119.1	10
XP_001556120.1	10
XP_001556121.2	3
XP_001556128.1	3
XP_001556130.2	4
XP_001556131.1	10
XP_001556133.1	10
XP_001556134.1	10
XP_001556135.1	10
XP_001556138.1	4
XP_001556139.2	10
XP_001556140.1	10
XP_001556143.1	10
XP_001556145.1	4
XP_001556148.1	6
XP_001556149.1	3
XP_001556153.2	3
XP_001556155.1	4
XP_001556158.2	3
XP_001556163.1	9
XP_001556164.2	4
XP_001556171.2	6
XP_001556172.1	3
XP_001556173.1	3
XP_001556175.1	4
XP_001556179.1	3
XP_001556185.1	6
XP_001556188.2	3
XP_001556189.1	4
XP_001556190.1	3
XP_001556195.2	4
XP_001556200.1	3
XP_001556201.1	3
XP_001556212.1	3
XP_001556213.2	3
XP_001556216.1	4
XP_001556217.1	3
XP_001556221.1	4
XP_001556226.1	10
XP_001556232.1	4
XP_001556233.1	4
XP_001556240.1	3
XP_001556241.2	3
XP_001556243.1	3
XP_001556246.2	9
XP_001556247.2	6
XP_001556250.2	3
XP_001556254.2	10
XP_001556257.1	6
XP_001556258.1	4
XP_001556266.1	3
XP_001556267.1	3
XP_001556268.2	10
XP_001556285.1	3
XP_001556286.1	3
XP_001556287.2	9
XP_001556288.1	10
XP_001556291.1	3
XP_001556295.1	5
XP_001556296.1	6
XP_001556298.2	10
XP_001556299.1	10
XP_001556304.1	10
XP_001556307.1	3
XP_001556308.1	4
XP_001556310.1	3
XP_001556312.1	3
XP_001556314.2	3
XP_001556315.1	10
XP_001556316.1	4
XP_001556317.1	6
XP_001556319.1	10
XP_001556323.1	3
XP_001556324.1	3
XP_001556327.1	9
XP_001556330.1	3
XP_001556332.1	4
XP_001556335.1	6
XP_001556337.1	3
XP_001556339.1	9
XP_001556340.1	3
XP_001556347.1	4
XP_001556348.2	3
XP_001556350.1	4
XP_001556354.2	3
XP_001556358.1	3
XP_001556362.2	3
XP_001556366.2	3
XP_001556367.2	3
XP_001556369.1	3
XP_001556370.1	3
XP_001556372.1	9
XP_001556373.1	10
XP_001556375.1	4
XP_001556376.1	4
XP_001556379.1	3
XP_001556382.2	3
XP_001556386.1	3
XP_001556391.1	4
XP_001556392.2	3
XP_001556393.2	3
XP_001556395.2	3
XP_001556396.1	4
XP_001556397.1	3
XP_001556400.2	4
XP_001556402.1	6
XP_001556405.1	3
XP_001556410.2	4
XP_001556414.2	4
XP_001556418.2	3
XP_001556420.1	4
XP_001556423.2	3
XP_001556425.1	3
XP_001556426.1	6
XP_001556428.1	3
XP_001556430.1	4
XP_001556448.2	3
XP_001556451.2	3
XP_001556452.1	3
XP_001556458.1	4
XP_001556459.1	4
XP_001556461.2	12
XP_001556462.1	3
XP_001556463.1	3
XP_001556465.1	4
XP_001556472.1	4
XP_001556475.1	4
XP_001556482.1	5
XP_001556484.1	4
XP_001556485.1	3
XP_001556486.1	3
XP_001556488.1	3
XP_001556493.1	5
XP_001556494.2	3
XP_001556495.2	9
XP_001556496.1	6
XP_001556497.2	8
XP_001556505.1	10
XP_001556506.1	3
XP_001556507.1	3
XP_001556508.2	3
XP_001556509.1	3
XP_001556510.1	4
XP_001556517.2	3
XP_001556518.1	10
XP_001556521.1	8
XP_001556523.2	10
XP_001556525.1	9
XP_001556527.2	3
XP_001556528.1	3
XP_001556529.1	4
XP_001556530.1	3
XP_001556537.1	3
XP_001556539.1	3
XP_001556540.1	3
XP_001556548.1	10
XP_001556550.1	5
XP_001556552.1	3
XP_001556553.1	3
XP_001556554.1	3
XP_001556566.1	6
XP_001556572.2	10
XP_001556573.1	10
XP_001556574.2	10
XP_001556576.1	10
XP_001556577.1	10
XP_001556578.1	4
XP_001556579.1	6
XP_001556580.2	10
XP_001556582.1	9
XP_001556583.1	9
XP_001556585.1	10
XP_001556587.1	6
XP_001556588.1	3
XP_001556589.1	4
XP_001556590.1	6
XP_001556591.1	3
XP_001556592.1	6
XP_001556600.1	5
XP_001556601.1	4
XP_001556605.2	4
XP_001556606.2	3
XP_001556609.2	4
XP_001556614.1	10
XP_001556619.1	4
XP_001556621.1	3
XP_001556623.1	3
XP_001556624.1	6
XP_001556625.1	6
XP_001556626.1	3
XP_001556627.2	3
XP_001556629.1	3
XP_001556631.1	6
XP_001556637.1	4
XP_001556643.2	10
XP_001556646.2	3
XP_001556647.1	3
XP_001556648.1	3
XP_001556653.1	4
XP_001556654.1	3
XP_001556655.1	3
XP_001556657.2	3
XP_001556658.1	3
XP_001556662.2	10
XP_001556665.1	6
XP_001556666.1	3
XP_001556669.2	9
XP_001556673.1	3
XP_001556674.1	3
XP_001556679.1	3
XP_001556680.1	5
XP_001556681.2	4
XP_001556684.1	10
XP_001556688.1	4
XP_001556690.1	4
XP_001556691.1	3
XP_001556692.1	3
XP_001556695.2	4
XP_001556697.2	9
XP_001556699.1	3
XP_001556700.1	3
XP_001556701.1	3
XP_001556704.1	6
XP_001556705.1	6
XP_001556725.1	4
XP_001556726.1	6
XP_001556728.2	4
XP_001556731.1	3
XP_001556736.1	3
XP_001556741.2	3
XP_001556746.2	4
XP_001556748.1	10
XP_001556749.2	10
XP_001556757.1	3
XP_001556758.1	4
XP_001556761.2	3
XP_001556762.1	4
XP_001556763.1	3
XP_001556766.1	3
XP_001556769.1	3
XP_001556770.1	3
XP_001556772.1	3
XP_001556773.1	10
XP_001556777.2	10
XP_001556782.2	9
XP_001556786.1	9
XP_001556788.1	10
XP_001556792.1	3
XP_001556795.2	4
XP_001556796.1	6
XP_001556797.1	3
XP_001556801.2	3
XP_001556803.1	10
XP_001556804.1	3
XP_001556808.2	3
XP_001556809.1	3
XP_001556811.1	3
XP_001556812.2	3
XP_001556813.1	4
XP_001556817.1	3
XP_001556818.1	3
XP_001556819.1	6
XP_001556820.2	4
XP_001556821.1	6
XP_001556825.1	3
XP_001556831.2	4
XP_001556839.1	9
XP_001556840.1	4
XP_001556841.1	3
XP_001556843.1	3
XP_001556845.1	3
XP_001556847.1	6
XP_001556849.1	4
XP_001556851.2	12
XP_001556857.1	4
XP_001556868.2	6
XP_001556870.1	6
XP_001556880.1	3
XP_001556886.1	3
XP_001556887.1	3
XP_001556888.1	9
XP_001556891.1	3
XP_001556899.2	4
XP_001556902.1	4
XP_001556903.1	4
XP_001556908.2	4
XP_001556910.2	4
XP_001556914.1	3
XP_001556915.1	6
XP_001556921.1	3
XP_001556925.1	4
XP_001556926.2	6
XP_001556927.2	6
XP_001556928.1	4
XP_001556929.1	3
XP_001556944.1	9
XP_001556947.1	3
XP_001556948.1	3
XP_001556955.1	3
XP_001556958.1	10
XP_001556959.1	10
XP_001556960.2	9
XP_001556961.1	10
XP_001556964.2	9
XP_001556965.1	6
XP_001556969.1	4
XP_001556972.2	9
XP_001556974.1	6
XP_001556976.1	3
XP_001556977.1	4
XP_001556978.1	3
XP_001556984.1	4
XP_001556989.1	3
XP_001556990.1	6
XP_001556991.1	10
XP_001556995.1	10
XP_001556998.1	3
XP_001557001.1	4
XP_001557003.2	3
XP_001557004.1	3
XP_001557008.1	3
XP_001557011.1	4
XP_001557013.1	6
XP_001557017.2	4
XP_001557019.1	3
XP_001557020.1	3
XP_001557022.1	6
XP_001557023.2	3
XP_001557026.1	10
XP_001557029.1	9
XP_001557034.1	6
XP_001557037.1	4
XP_001557038.1	4
XP_001557041.1	3
XP_001557043.2	6
XP_001557044.1	3
XP_001557047.1	3
XP_001557048.1	3
XP_001557050.1	3
XP_001557053.1	6
XP_001557054.1	3
XP_001557055.2	3
XP_001557060.1	3
XP_001557062.2	4
XP_001557064.1	3
XP_001557065.1	3
XP_001557067.1	4
XP_001557071.1	4
XP_001557074.1	3
XP_001557080.1	3
XP_001557091.1	3
XP_001557092.1	6
XP_001557094.2	9
XP_001557098.1	3
XP_001557105.1	6
XP_001557108.1	6
XP_001557119.1	4
XP_001557121.1	4
XP_001557127.2	3
XP_001557128.1	4
XP_001557135.1	3
XP_001557140.1	3
XP_001557143.1	10
XP_001557144.1	4
XP_001557145.1	3
XP_001557147.1	3
XP_001557149.1	3
XP_001557151.1	3
XP_001557154.1	3
XP_001557156.2	10
XP_001557160.1	3
XP_001557162.1	3
XP_001557163.1	3
XP_001557164.2	4
XP_001557166.1	10
XP_001557171.1	3
XP_001557176.1	4
XP_001557187.1	3
XP_001557189.1	4
XP_001557191.1	3
XP_001557192.1	3
XP_001557193.1	3
XP_001557195.1	6
XP_001557196.1	4
XP_001557197.2	3
XP_001557201.2	3
XP_001557202.1	3
XP_001557203.2	3
XP_001557206.2	4
XP_001557210.2	3
XP_001557215.1	3
XP_001557216.1	10
XP_001557217.2	10
XP_001557221.1	10
XP_001557224.1	4
XP_001557225.1	10
XP_001557226.1	10
XP_001557229.1	3
XP_001557236.1	3
XP_001557237.1	4
XP_001557240.1	4
XP_001557241.2	6
XP_001557242.1	10
XP_001557246.1	3
XP_001557251.1	10
XP_001557253.1	10
XP_001557256.1	10
XP_001557259.2	10
XP_001557262.1	3
XP_001557264.1	10
XP_001557265.2	4
XP_001557266.1	3
XP_001557272.2	3
XP_001557273.1	3
XP_001557274.2	10
XP_001557275.1	10
XP_001557277.1	10
XP_001557278.1	4
XP_001557279.1	4
XP_001557281.1	3
XP_001557289.1	4
XP_001557290.1	6
XP_001557298.1	4
XP_001557301.2	3
XP_001557302.1	3
XP_001557303.1	3
XP_001557305.1	3
XP_001557310.2	4
XP_001557313.1	6
XP_001557316.1	6
XP_001557317.1	3
XP_001557327.1	4
XP_001557329.1	4
XP_001557330.2	4
XP_001557334.1	3
XP_001557348.1	3
XP_001557356.1	3
XP_001557357.1	8
XP_001557359.1	6
XP_001557360.1	6
XP_001557361.2	4
XP_001557363.2	10
XP_001557365.2	6
XP_001557366.2	4
XP_001557367.1	3
XP_001557372.1	4
XP_001557373.1	10
XP_001557374.1	3
XP_001557376.1	3
XP_001557378.1	10
XP_001557380.1	4
XP_001557381.1	10
XP_001557382.1	10
XP_001557387.1	4
XP_001557388.1	3
XP_001557389.1	4
XP_001557391.1	3
XP_001557392.2	4
XP_001557400.1	3
XP_001557401.1	3
XP_001557402.1	3
XP_001557403.1	3
XP_001557406.1	10
XP_001557408.1	3
XP_001557416.2	3
XP_001557419.2	4
XP_001557429.2	10
XP_001557435.1	3
XP_001557444.1	3
XP_001557447.1	3
XP_001557448.1	3
XP_001557449.1	3
XP_001557450.1	3
XP_001557459.1	3
XP_001557462.2	4
XP_001557465.1	3
XP_001557468.1	6
XP_001557469.2	3
XP_001557471.1	3
XP_001557473.2	3
XP_001557475.1	3
XP_001557477.1	4
XP_001557478.1	3
